  position(cm)    EK(MeV)  xrms size(cm)   yrms size(cm)   zrms size(cm)   zrms size(deg)   pxrms(mrad)   pyrms(mrad)   pzrms(mrad)   Nemitx(cm*mrad)  Nemity(cm*mrad)  Nemitz(cm*rad)  Nemitz(KeV*ns)    betax(cm/rad)  betay(cm*rad)  betaz(cm*rad)  alphax         alphay         alphaz         transm         MBtransm     
        337.874         2.3926       0.063384      0.0456443       0.121522         6.6537        5.36479        6.70852         1.7013       0.207515       0.215216       0.147983        38.7228        13.8638        6.93221        71.4614      -0.613949       0.195098     -0.0302543           9860           8140
        338.005        2.39457      0.0635993      0.0455995       0.121528        6.65131        4.84725        6.59394        1.70088        0.20752       0.215217       0.148025        38.7498        13.9637        6.92153        71.4784      -0.364185      0.0422398     -0.0281423           9860           8140
        338.137        2.39648      0.0636606      0.0456892       0.121533        6.64893        4.57451         6.6143        1.70034        0.20753        0.21522       0.148068        38.7766         13.996        6.95161        71.4934      -0.107111      -0.113016     -0.0223236           9860           8140
        338.268        2.39827      0.0635676      0.0459136       0.121535         6.6466        4.60481        6.77217        1.69982       0.207542       0.215226       0.148112        38.8026          13.96        7.02278        71.5049       0.150487      -0.270146     -0.0130965           9860           8140
          338.4        2.39988      0.0633231      0.0462717       0.121535        6.64437        4.92482        7.05544        1.69951       0.207557       0.215234       0.148155         38.827        13.8572        7.13525        71.5119       0.401837      -0.428585   -0.000974041           9860           8140
        338.532        2.40128      0.0629325      0.0467606       0.121532        6.64227        5.45883        7.44084        1.69958       0.207574       0.215244       0.148196        38.8491        13.6905        7.28905        71.5135       0.640494       -0.58764      0.0133483           9860           8140
        338.664        2.40243      0.0624042      0.0473757       0.121525        6.64032        6.11472        7.89923        1.70016       0.207591       0.215256       0.148235        38.8685        13.4647          7.484        71.5092       0.860623      -0.746412      0.0290366           9860           8140
        338.795        2.40332       0.061749      0.0481108       0.121515        6.63854        6.81496        8.40019        1.70128       0.207608       0.215267       0.148269        38.8847        13.1857        7.71961        71.4987        1.05723      -0.903715      0.0451711           9860           8140
        338.927        2.40394      0.0609797      0.0489579       0.121501        6.63693        7.50291        8.91473        1.70288       0.207624       0.215278       0.148299        38.8977        12.8608        7.99505        71.4822        1.22636       -1.05802      0.0608049           9860           8140
        339.059        2.40433      0.0601114      0.0499074       0.121485        6.63548          8.139        9.41648        1.70481       0.207638       0.215287       0.148325        38.9075        12.4981        8.30899        71.4603        1.36515       -1.20739      0.0750231           9860           8140
        339.191         2.4045      0.0591602      0.0509478       0.121465        6.63417        8.69598        9.88189         1.7068        0.20765       0.215295       0.148346        38.9144        12.1061        8.65957         71.434        1.47193       -1.34949      0.0869913           9860           8140
        339.323        2.40452      0.0581436      0.0520664       0.121443        6.63297         9.1555        10.2901         1.7086       0.207659         0.2153       0.148362        38.9187        11.6937        9.04423        71.4044        1.54613       -1.48155      0.0959948           9860           8140
